Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,45.250000,45.330002,44.669998,44.700001,43.613461,17630100
2019-12-03,44.400002,44.490002,43.740002,44.279999,43.203671,19625500
2019-12-04,44.520000,44.549999,43.860001,43.889999,42.823151,17202200
2019-12-05,44.049999,44.099998,43.400002,43.520000,42.462147,22632800
2019-12-06,43.889999,44.060001,43.650002,43.840000,42.774364,16541000
2019-12-09,43.889999,44.369999,43.750000,43.900002,42.832909,17508500
2019-12-10,43.849998,44.180000,43.799999,44.099998,43.028042,21862400
2019-12-11,44.360001,44.450001,44.150002,44.279999,43.203671,16440500
2019-12-12,44.549999,45.770000,44.410000,45.669998,44.559879,27061600
2019-12-13,45.910000,46.049999,45.200001,45.299999,44.198875,21796900
2019-12-16,45.799999,46.590000,45.799999,45.980000,44.862347,21871300
2019-12-17,46.220001,46.520000,45.930000,46.439999,45.311165,22510000
2019-12-18,46.520000,46.759998,46.250000,46.639999,45.506306,21921200
2019-12-19,47.150002,47.990002,47.110001,47.880001,46.716167,30764700
2019-12-20,48.250000,48.369999,47.419998,47.450001,46.296619,52575300
2019-12-23,47.549999,48.299999,47.419998,48.099998,46.930817,20253500
2019-12-24,48.160000,48.250000,47.650002,47.779999,46.618591,7044700
2019-12-26,47.779999,48.000000,47.650002,47.849998,46.686893,11091700
2019-12-27,47.990002,48.020000,47.680000,47.770000,46.608841,11056800
2019-12-30,47.750000,47.880001,47.290001,47.590000,46.433212,12128600
2019-12-31,47.540001,47.980000,47.410000,47.959999,46.794220,14892600
2020-01-02,48.060001,48.419998,47.880001,48.419998,47.590340,16708100
2020-01-03,47.910000,48.139999,47.480000,47.630001,46.813877,15577400
2020-01-06,47.139999,47.820000,47.009998,47.799999,46.980965,22183600
2020-01-07,47.720001,47.720001,47.099998,47.490002,46.676277,16501900
2020-01-08,46.970001,47.790001,46.810001,47.520000,46.705765,25175900
2020-01-09,47.790001,47.880001,47.070000,47.320000,46.509186,18203600
2020-01-10,47.480000,47.560001,47.060001,47.130001,46.322445,13502600
2020-01-13,47.310001,47.980000,47.299999,47.970001,47.148052,18237400
2020-01-14,47.959999,47.990002,47.619999,47.790001,46.971138,17948700
2020-01-15,47.919998,48.400002,47.759998,48.009998,47.187366,16289400
2020-01-16,48.380001,49.080002,48.230000,49.049999,48.209545,20094900
2020-01-17,49.310001,49.540001,48.869999,49.020000,48.180058,27176200
2020-01-21,48.959999,49.200001,48.669998,48.799999,47.963829,21771200
2020-01-22,49.279999,49.529999,49.040001,49.070000,48.229202,15186000
2020-01-23,49.000000,49.180000,48.410000,49.000000,48.160400,16767700
2020-01-24,49.220001,49.480000,48.540001,48.849998,48.012974,14066700
2020-01-27,47.889999,48.070000,47.270000,47.470001,46.656620,20666000
2020-01-28,47.520000,47.970001,47.500000,47.770000,46.951477,14035100
2020-01-29,47.970001,47.980000,46.930000,47.049999,46.243816,14273600
2020-01-30,46.540001,47.270000,46.259998,47.240002,46.430561,14822600
2020-01-31,46.990002,47.000000,45.840000,45.970001,45.182320,20069900
2020-02-03,46.400002,46.830002,46.209999,46.529999,45.732723,15383500
2020-02-04,47.220001,47.709999,47.110001,47.619999,46.804047,13947300
2020-02-05,48.330002,48.599998,48.150002,48.450001,47.619827,17042300
2020-02-06,48.689999,48.820000,48.220001,48.689999,47.855717,9814800
2020-02-07,48.599998,48.770000,47.869999,47.970001,47.148052,16807500
2020-02-10,47.990002,48.889999,47.880001,48.869999,48.032631,19012700
2020-02-11,49.389999,49.709999,48.860001,49.130001,48.288177,23168300
2020-02-12,49.430000,50.279999,49.400002,49.930000,49.074467,31686200
2020-02-13,47.150002,47.669998,46.580002,47.320000,46.509186,47044700
2020-02-14,47.160000,47.220001,46.480000,46.970001,46.165188,26747200
2020-02-18,46.820000,46.849998,46.290001,46.590000,45.791698,18546300
2020-02-19,46.689999,46.810001,45.900002,46.290001,45.496838,27626400
2020-02-20,46.090000,46.959999,45.900002,46.849998,46.047237,20416700
2020-02-21,46.730000,46.849998,46.049999,46.299999,45.506664,20028700
2020-02-24,45.000000,45.680000,44.000000,44.000000,43.246078,35295900
2020-02-25,44.049999,44.209999,42.070000,42.740002,42.007668,48024700
2020-02-26,42.970001,43.380001,41.939999,42.160000,41.437603,38513200
2020-02-27,41.279999,42.099998,40.009998,40.040001,39.353928,51423000
2020-02-28,38.700001,40.549999,38.349998,39.930000,39.245815,80194000
2020-03-02,40.150002,41.189999,38.919998,41.169998,40.464565,48864300
2020-03-03,41.259998,41.900002,39.709999,40.040001,39.353928,49294700
2020-03-04,40.720001,41.450001,39.799999,41.389999,40.680794,30022100
2020-03-05,40.169998,40.509998,39.290001,39.570000,38.891979,30255900
2020-03-06,38.000000,39.950001,37.799999,39.680000,39.000099,48605600
2020-03-09,36.900002,39.560001,36.290001,37.959999,37.309566,61535300
2020-03-10,39.250000,40.150002,37.869999,40.080002,39.393246,50536500
2020-03-11,39.020000,39.160000,36.369999,37.049999,36.415161,63594300
2020-03-12,34.500000,35.820000,33.000000,33.200001,32.631130,51855300
2020-03-13,35.180000,37.680000,33.330002,37.639999,36.995052,53859600
2020-03-16,33.230000,36.990002,32.400002,33.709999,33.132393,44211300
2020-03-17,34.700001,36.250000,33.599998,35.500000,34.891720,41572400
2020-03-18,33.759998,37.709999,33.310001,37.119999,36.483959,56904300
2020-03-19,37.049999,39.320000,36.150002,37.709999,37.063850,58319700
2020-03-20,38.270000,38.470001,35.400002,35.599998,34.990005,48582500
2020-03-23,35.509998,35.820000,33.740002,34.599998,34.007137,39823400
2020-03-24,36.410000,38.680000,35.540001,38.599998,37.938602,48235600
2020-03-25,38.650002,39.950001,37.500000,37.669998,37.024536,42873900
2020-03-26,37.970001,40.919998,37.369999,40.580002,39.884678,38473300
2020-03-27,39.209999,40.150002,38.410000,38.820000,38.154835,31278600
2020-03-30,39.450001,40.490002,38.959999,40.320000,39.629131,27120300
2020-03-31,40.130001,40.419998,39.110001,39.310001,38.636440,26014200
2020-04-01,38.169998,38.860001,37.869999,38.330002,37.673233,26790700
2020-04-02,37.840000,39.950001,37.470001,39.799999,39.488926,28180500
2020-04-03,39.820000,40.290001,38.540001,39.060001,38.754711,21235200
2020-04-06,40.459999,41.680000,39.779999,41.430000,41.106186,31641400
2020-04-07,42.660000,42.740002,40.590000,40.639999,40.322361,30366100
2020-04-08,41.169998,42.200001,40.869999,41.740002,41.413765,22683500
2020-04-09,42.090000,42.200001,40.849998,41.200001,40.877987,27650200
2020-04-13,41.040001,41.459999,40.529999,41.220001,40.897831,19592000
2020-04-14,41.910000,42.820000,41.529999,42.779999,42.445633,22882400
2020-04-15,42.200001,42.369999,41.230000,41.520000,41.195484,18428800
2020-04-16,41.759998,41.790001,40.680000,41.500000,41.175640,26178000
2020-04-17,42.250000,42.639999,41.740002,42.480000,42.147980,30701500
2020-04-20,41.919998,43.290001,41.790001,42.540001,42.207512,23438800
2020-04-21,41.830002,41.990002,40.410000,40.549999,40.233063,31661000
2020-04-22,41.270000,42.090000,41.110001,41.759998,41.433605,18337400
2020-04-23,41.889999,42.549999,41.529999,41.619999,41.294701,16100200
2020-04-24,41.840000,42.660000,41.650002,42.520000,42.187668,14641700
2020-04-27,42.700001,43.220001,42.580002,43.060001,42.723450,17937900
2020-04-28,43.500000,43.630001,42.410000,42.490002,42.157906,16427700
2020-04-29,43.349998,43.480000,42.930000,43.340000,43.001259,17430100
2020-04-30,43.169998,43.169998,42.169998,42.380001,42.048763,26664100
2020-05-01,41.720001,41.810001,40.770000,40.919998,40.600170,22095300
2020-05-04,40.950001,41.410000,40.490002,41.349998,41.026810,15997700
2020-05-05,41.610001,41.930000,41.389999,41.459999,41.135952,15060200
2020-05-06,41.560001,41.689999,40.970001,41.150002,40.828377,16040300
