Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,68.800003,69.235001,68.019997,68.720001,68.720001,1315500
2020-01-03,67.620003,68.680000,67.099998,67.279999,67.279999,1127900
2020-01-06,66.629997,70.495003,65.811996,70.320000,70.320000,3151600
2020-01-07,70.290001,72.838997,69.370003,71.900002,71.900002,6985400
2020-01-08,71.809998,73.290001,71.029999,72.550003,72.550003,2482300
2020-01-09,73.989998,74.000000,71.349998,72.620003,72.620003,2772000
2020-01-10,73.080002,73.800003,72.250000,73.089996,73.089996,1655100
2020-01-13,73.889999,75.580002,73.800003,74.029999,74.029999,3347100
2020-01-14,74.320000,75.114998,72.260002,73.160004,73.160004,1909500
2020-01-15,73.279999,77.779999,73.199997,76.940002,76.940002,3963500
2020-01-16,78.000000,78.790001,75.110001,76.110001,76.110001,2998300
2020-01-17,76.660004,76.900002,75.489998,75.559998,75.559998,1357400
2020-01-21,75.559998,77.120003,74.320000,76.730003,76.730003,1606700
2020-01-22,77.070000,77.106003,75.459999,75.540001,75.540001,1501600
2020-01-23,75.669998,75.970001,74.209999,74.470001,74.470001,1279000
2020-01-24,74.970001,76.184998,72.375000,73.000000,73.000000,1660200
2020-01-27,71.330002,72.132004,70.320000,70.440002,70.440002,1750700
2020-01-28,71.000000,72.480003,70.260002,71.510002,71.510002,1598200
2020-01-29,72.510002,74.139999,71.212997,73.580002,73.580002,1373400
2020-01-30,73.099998,74.800003,72.550003,74.540001,74.540001,1425400
2020-01-31,74.269997,76.669998,73.300003,76.300003,76.300003,2521700
2020-02-03,77.690002,88.940002,77.510002,87.660004,87.660004,13023400
2020-02-04,91.040001,93.300003,83.500000,85.790001,85.790001,10611000
2020-02-05,85.769997,90.970001,83.754997,86.989998,86.989998,5126800
2020-02-06,87.000000,89.440002,85.260002,87.260002,87.260002,2410800
2020-02-07,87.230003,90.599998,86.809998,88.639999,88.639999,2636600
2020-02-10,89.089996,89.980003,86.910004,89.669998,89.669998,2071600
2020-02-11,90.000000,90.500000,87.930000,88.680000,88.680000,2731900
2020-02-12,88.660004,89.500000,86.519997,88.279999,88.279999,1671100
2020-02-13,87.610001,91.930000,87.000000,89.860001,89.860001,3406400
2020-02-14,90.879997,91.709999,89.809998,90.949997,90.949997,2295000
2020-02-18,93.019997,98.139999,92.400002,96.389999,96.389999,5608200
2020-02-19,100.320000,105.080002,99.750000,103.930000,103.930000,7793800
2020-02-20,104.000000,110.750000,101.430000,105.290001,105.290001,11293200
2020-02-21,104.029999,104.290001,98.089996,101.760002,101.760002,5519200
2020-02-24,97.800003,110.000000,97.019997,105.010002,105.010002,12172800
2020-02-25,108.519997,111.800003,104.466003,107.080002,107.080002,13425900
